Feature,COANC_B01-T0-1_neg_4282025_018,COANC_B01-T0-1_neg_4282025_019,COANC_B01-T0-1_neg_4282025_020,COANC_B01-T0-2_neg_4282025_021,COANC_B01-T0-2_neg_4282025_022,COANC_B01-T0-2_neg_4282025_023,COANC_B01-T1-1_neg_4282025_024,COANC_B01-T1-1_neg_4282025_025,COANC_B01-T1-1_neg_4282025_026,COANC_B01-T1-2_neg_4282025_027,COANC_B01-T1-2_neg_4282025_028,COANC_B01-T1-2_neg_4282025_029,COANC_B01-T2-1_neg_4282025_030,COANC_B01-T2-1_neg_4282025_031,COANC_B01-T2-1_neg_4282025_032,COANC_B01-T2-2_neg_4282025_033,COANC_B01-T2-2_neg_4282025_034,COANC_B01-T2-2_neg_4282025_035,COANC_B01-T3-1_neg_4282025_036,COANC_B01-T3-1_neg_4282025_037,COANC_B01-T3-1_neg_4282025_038,COANC_B01-T3-2_neg_4282025_039,COANC_B01-T3-2_neg_4282025_040,COANC_B01-T3-2_neg_4282025_041,COANC_B01-T4-1_neg_4282025_042,COANC_B01-T4-1_neg_4282025_043,COANC_B01-T4-1_neg_4282025_044,COANC_B01-T4-2_neg_4282025_045,COANC_B01-T4-2_neg_4282025_046,COANC_B01-T4-2_neg_4282025_047,COANC_B01-T5-1_neg_4282025_048,COANC_B01-T5-1_neg_4282025_049,COANC_B01-T5-1_neg_4282025_050,COANC_B01-T5-2_neg_4282025_051,COANC_B01-T5-2_neg_4282025_052,COANC_B01-T5-2_neg_4282025_053,COANC_B01-T6-1_neg_4282025_054,COANC_B01-T6-1_neg_4282025_055,COANC_B01-T6-1_neg_4282025_056,COANC_B01-T6-2_neg_4282025_057,COANC_B01-T6-2_neg_4282025_058,COANC_B01-T6-2_neg_4282025_059,COANC_B01-T7-1_neg_4282025_060,COANC_B01-T7-1_neg_4282025_061,COANC_B01-T7-1_neg_4282025_062,COANC_B01-T7-2_neg_4282025_063,COANC_B01-T7-2_neg_4282025_064,COANC_B01-T7-2_neg_4282025_065,COANC_B02-T0-1_neg_4282025_068,COANC_B02-T0-1_neg_4282025_069,COANC_B02-T0-1_neg_4282025_070,COANC_B02-T0-2_neg_4282025_071,COANC_B02-T0-2_neg_4282025_072,COANC_B02-T0-2_neg_4282025_073,COANC_B02-T1-1_neg_4282025_074,COANC_B02-T1-1_neg_4282025_075,COANC_B02-T1-1_neg_4282025_076,COANC_B02-T1-2_neg_4282025_077,COANC_B02-T1-2_neg_4282025_078,COANC_B02-T1-2_neg_4282025_079,COANC_B02-T2-1_neg_4282025_080,COANC_B02-T2-1_neg_4282025_081,COANC_B02-T2-1_neg_4282025_082,COANC_B02-T2-2_neg_4282025_083,COANC_B02-T2-2_neg_4282025_084,COANC_B02-T2-2_neg_4282025_085,COANC_B02-T3-1_neg_4282025_086,COANC_B02-T3-1_neg_4282025_087,COANC_B02-T3-1_neg_4282025_088,COANC_B02-T3-2_neg_4282025_089,COANC_B02-T3-2_neg_4282025_090,COANC_B02-T3-2_neg_4282025_091,COANC_B02-T4-1_neg_4282025_092,COANC_B02-T4-1_neg_4282025_093,COANC_B02-T4-1_neg_4282025_094,COANC_B02-T4-2_neg_4282025_095,COANC_B02-T4-2_neg_4282025_096,COANC_B02-T4-2_neg_4282025_097,COANC_B02-T5-1_neg_4282025_098,COANC_B02-T5-1_neg_4282025_099,COANC_B02-T5-1_neg_4282025_100,COANC_B02-T5-2_neg_4282025_101,COANC_B02-T5-2_neg_4282025_102,COANC_B02-T5-2_neg_4282025_103,COANC_B02-T6-1_neg_4282025_104,COANC_B02-T6-1_neg_4282025_105,COANC_B02-T6-1_neg_4282025_106,COANC_B02-T6-2_neg_4282025_107,COANC_B02-T6-2_neg_4282025_108,COANC_B02-T6-2_neg_4282025_109,COANC_B02-T7-1_neg_4282025_110,COANC_B02-T7-1_neg_4282025_111,COANC_B02-T7-1_neg_4282025_112,COANC_B02-T7-2_neg_4282025_113,COANC_B02-T7-2_neg_4282025_114,COANC_B02-T7-2_neg_4282025_115,COANC_QC_neg_4282025_005,COANC_QC_neg_4282025_006,COANC_QC_neg_4282025_007,COANC_QC_neg_4282025_008,COANC_QC_neg_4282025_009,COANC_QC_neg_4282025_010,COANC_QC_neg_4282025_011,Extraction-blank_neg_4282025_003,Extraction-blank_neg_4282025_004,Extraction-blank_neg_4282025_067,Extraction-blank_neg_4282025_116,Extraction-blank_neg_4282025_168,Extraction-blank_neg_4282025_217,Instrument-blank_neg_4282025_001,Instrument-blank_neg_4282025_002,Instrument-blank_neg_4282025_066,Instrument-blank_neg_4282025_118,Instrument-blank_neg_4282025_167,Instrument-blank_neg_4282025_219
206.0813076 @ 237.0346790012796,49386.46601,50375.75419,52278.37499,39463.40039,39002.91302,38064.61656,35256.491,34149.13912,36598.09525,42473.97763,42759.28136,42357.36762,48021.72479,47610.60909,46680.83759,49016.51233,47683.26647,47966.8196,51936.59093,51722.36503,50590.97176,55943.87186,55534.47594,54864.08205,36412.54856,37752.63642,36553.25259,36114.85151,36246.16764,35272.36383,51667.58468,51229.12257,50603.82222,40016.66996,39669.20191,39840.62188,33923.0496,33340.01725,33081.21285,26456.92178,26406.44455,26519.78798,41791.17903,42505.24802,42625.93884,33438.75595,33592.46316,33593.29597,28763.8888,29438.16839,28562.21832,29071.86399,26105.25702,24594.51318,26727.40383,27355.53649,31324.57788,47660.15045,48283.90629,45636.85056,57803.80708,51310.06024,53083.79919,26498.90053,22840.5916,24261.27977,33439.75808,31852.07714,31361.40353,25809.90373,24591.19477,26340.81595,23106.17162,23435.97434,23336.58301,61093.19391,58228.28239,60035.2067,40201.85156,37697.63192,42340.62204,40674.31801,37763.46994,40859.59855,62060.09741,55630.31941,61633.44922,52209.79743,84961.30306,76974.76547,92264.5326,83810.34236,84300.48863,30326.93712,32608.30655,31890.66979,29598.75455,29330.63958,29478.37272,27902.64298,28817.05039,27057.19052,25994.58747,0,0,0,0,0,0,0,0,0,0,0,0
279.0918181 @ 392.1589211841437,45367.62962,45906.67302,43327.64157,39685.72205,40479.30712,40921.41311,37213.35055,37675.27806,38297.84823,37684.87833,37970.15343,37810.46971,52351.36469,47528.21641,50150.58834,53187.93818,48532.23625,50693.51978,49355.69244,47371.30527,49806.95937,58676.96655,58716.60616,59811.96574,42964.15943,42495.51568,44673.52466,43809.16053,43873.32421,47013.03088,47950.72513,49864.7508,50507.24826,52018.89953,51330.916,48201.4229,50754.71117,50748.34421,41718.80317,43792.96255,44326.58865,43737.28494,57766.70214,57507.1251,53549.21908,48852.53959,50353.97991,49139.18901,45524.17667,39676.6281,35961.21792,42422.21816,35806.86144,34083.74409,39359.36725,39021.11288,42662.51098,39698.2112,22727.95769,33440.67432,50230.59921,62610.00672,38024.0518,47996.10491,49864.58201,49435.66641,38918.10164,40098.17699,38903.12599,19607.26886,43930.39996,34464.18305,40919.63748,42590.45266,41976.80147,46098.43194,47076.56908,46975.45875,27983.3927,46339.85125,47793.89264,42448.20795,41361.92317,38507.63404,39656.42395,40166.55413,38781.88475,51182.13153,51035.66879,46411.7277,46602.23457,46847.19262,47648.13199,50636.34835,49616.52191,52571.23419,36762.47392,35497.17245,34991.5653,34515.56991,34981.60131,37814.43014,36021.57073,28249.45598,25231.08949,36337.4997,36971.97067,35598.21799,34129.30906,266437.9819,75939.95121,83292.28677,72227.86572,61413.44282,52970.58356
315.0711101 @ 156.6831367929308,28806.87286,28958.16111,30872.87525,48865.55635,47506.33016,47464.65005,42674.27791,42592.20978,45888.25377,64577.45092,63586.70369,62564.30361,38748.11182,40894.95231,37948.3441,68056.29494,66357.9165,64475.38851,96449.08766,91810.30676,92474.78748,48138.66045,49082.22887,46765.93368,59151.53054,60961.70524,57827.47885,73087.70747,71517.26806,70243.05884,63162.15424,61656.71975,65017.0559,69119.76118,68014.06997,68004.20868,55485.10959,56688.94687,55068.48419,36039.78305,36172.03564,36294.32858,47182.57324,49922.32054,49160.75563,95824.81265,96589.62173,99482.73045,47170.48664,45318.39935,44734.39808,71445.49475,63962.54185,63980.29989,41440.91806,42534.22449,49633.91822,71466.1495,75377.88898,69214.24055,128999.8037,108419.6953,114350.5464,34565.47654,27549.85581,30013.28696,68228.83751,65744.70815,61027.63527,33032.4191,30573.36285,32280.46539,27468.19505,27120.7937,27252.92305,144396.8238,128673.3264,141348.3781,30536.89129,30257.31582,19807.40862,53764.64737,49920.72209,52000.75132,338861.8522,285200.2639,318773.8307,213798.1526,182457.435,173756.1923,129601.7218,113726.9788,110858.4831,67853.32917,72102.84183,72286.86609,45769.87356,44369.95029,45877.43346,42896.00401,43504.74962,44220.21346,43881.04733,0,0,0,1533.933321,0,0,0,0,0,0,0,0
329.1478597 @ 200.8446350968327,545367.0596,526545.1743,508515.6406,489902.7651,482659.3944,482023.7477,467706.4942,468875.6816,457922.5811,470091.2832,470857.2631,472701.8641,491375.7855,476538.9612,479913.2414,512854.6344,498529.5779,487759.5331,520850.5237,523984.9349,527652.1212,591702.6471,599148.922,586636.3385,518168.7322,501386.456,517964.602,470121.1353,461147.2191,477044.6822,571864.2027,576489.9175,583133.2737,583710.2352,585095.0856,581688.8989,635247.1993,630464.2563,623435.0237,518866.2191,521647.8792,523791.4068,580990.0527,579074.7361,565001.7619,569944.6211,570023.9237,540299.8699,500016.3736,465110.1968,440342.43,496596.1571,463356.819,453334.6866,345687.6688,340104.5113,345377.8273,503183.9188,465097.7617,472620.6081,444484.3647,453393.3102,398053.5052,536567.7025,541172.2244,559699.1946,405892.4726,391530.8198,390737.0254,508958.2435,518505.4283,504099.8544,520767.2662,528466.4863,529084.6544,516212.4501,524834.2657,519631.6133,451225.8165,448188.338,461096.5615,501955.2664,494676.7141,499760.6139,492474.0709,491196.6881,484228.7778,566401.7989,557490.0103,560441.9072,657651.3572,660681.9364,649226.1184,680743.2232,668899.5909,721132.8091,528404.1344,513576.3012,507768.4785,507345.549,495946.0595,503990.4149,485854.9368,0,0,0,0,0,0,0,0,0,0,0,0
439.1864854 @ 337.4694212959449,9534.338698,10255.75732,9931.647418,5224.116416,10297.67461,9661.145118,4647.599145,9123.854253,9384.541745,9899.312849,8250.800627,8276.814559,5142.67117,7686.664065,8060.33748,8758.663616,9382.321527,6061.038911,13717.46227,12889.04885,13742.54103,10383.42875,7314.332027,10914.88088,6013.406605,8375.380086,9291.175294,7217.153627,7362.609367,6608.497848,14061.536,13797.04774,14299.47214,11832.07658,11506.38778,10363.45696,8250.551781,8083.316906,7297.430869,3001.465726,2489.224766,2899.973306,6863.538297,7282.099391,6880.800942,7637.430113,7427.579339,6633.740611,5895.441337,6279.804003,3630.272239,8537.028525,9388.443522,9116.574853,7417.006991,6790.726621,3303.816857,7692.758886,6142.399444,7708.579724,11127.23596,10728.85658,12373.42505,14929.22622,13357.94333,13994.74496,7269.477904,12224.80371,11198.75057,9900.948318,9843.087396,9673.596308,13064.92301,13701.74654,12864.9606,1471.611555,5151.618309,2242.556665,5762.933536,6303.469982,4463.742295,8607.745925,5225.264249,6043.845821,2139.970177,1439.114212,1116.760787,0,2994.286212,3627.375907,2519.044962,6892.042045,1820.332433,14677.19263,15197.38225,16166.88219,8271.143798,7232.822136,7384.603099,7293.015827,7668.809013,7248.3588,6963.182152,0,0,0,0,0,0,0,0,0,0,0,0
355.105698 @ 237.6502222425406,224839.0055,231421.6447,241212.9416,320793.5119,324615.7735,318812.129,308170.9474,302437.4354,302262.3999,224714.251,217113.8619,212826.5381,211225.8353,213191.3331,207695.7899,224982.4303,227223.7598,225584.3085,241769.0531,239969.1527,238355.1498,400412.6307,401782.0511,397582.5402,229066.1842,230406.2168,228498.9326,204835.8555,205760.1859,200265.6254,268047.4525,267940.9672,268048.6386,287903.903,282702.8839,282242.8801,206631.7682,203427.6653,193695.522,176663.8176,172901.4743,174325.5201,351219.1181,356277.9173,355073.6778,246457.6966,248848.0446,252083.1286,156571.2381,163481.7358,162761.05,143336.3513,137564.5702,129845.1141,198191.7902,202899.3129,215172.7712,259445.3441,266164.4413,260748.0915,342688.0322,312515.604,320810.054,214424.0718,201239.8022,207415.3358,251221.7115,248478.5951,240021.758,232412.777,226021.3161,220988.3629,282220.4811,283727.1054,269931.4514,254462.7786,237096.1028,247873.3043,168569.4182,166495.3602,178402.0025,119363.7624,116304.23,118967.0177,245296.2559,219297.0315,243391.2111,477690.0403,444847.2699,426766.3653,377763.4462,342464.4636,343232.5148,297471.1706,288517.2195,294541.8449,248768.7271,239807.1686,254069.0345,257937.6488,259679.8451,265778.8008,262274.2305,0,0,0,133.1775996,0,0,0,0,0,0,0,0
132.0293868 @ 22.60607918508058,75692.74935,76808.45383,80975.66077,73917.52399,73597.601,72342.68232,58068.36155,59041.60851,58241.06017,61896.51158,63867.08259,61316.6835,65511.17048,61010.9633,62646.88189,55443.17134,45423.94373,55930.00893,64731.61995,64649.53112,65569.24121,71188.5115,56216.927,70833.79784,49601.30171,52866.22265,50081.15103,59305.29345,63577.07371,58529.9379,48950.94382,65852.80626,65692.83616,70457.39655,69733.09656,69951.9745,69960.70222,66779.35589,68885.96497,44479.11813,44589.75499,40411.20274,40563.07684,38268.41854,15682.97494,33861.97766,38139.87923,35806.57022,57355.27793,58569.73786,58523.00488,59144.41304,54389.81433,50966.05582,43514.77286,44115.4284,58595.63063,82865.63617,81710.659,80249.7974,102873.9061,101288.3531,104022.7273,21116.08292,5823.025214,11910.63212,59432.36793,48126.64725,63633.22751,46980.72944,51913.06664,52769.30562,26958.79807,29797.15547,27930.47206,42044.49001,61817.07154,55430.53175,91636.60486,81781.74412,102433.7779,103500.1843,89454.08425,99552.68378,198718.7778,157411.5305,171152.3361,20328.24728,98962.93328,98527.81326,72635.07891,58335.37458,14749.77141,26905.45309,39655.57668,36770.90097,38398.36692,39218.11068,39778.59667,38229.32516,32140.72524,36374.04788,36812.276,0,0,0,0,0,0,0,0,0,0,0,0
132.0292245 @ 201.8206045465884,21952.16424,22460.01867,22547.808,18010.57197,18486.08617,18403.88331,17027.1641,17072.29914,17535.4817,19307.36588,19054.1138,19466.9475,22336.78756,23038.39812,23042.08387,21846.18254,20602.76672,21358.18116,23024.32861,22129.55281,22716.90788,23860.50899,24242.1242,24062.41754,16369.05106,16763.20473,16780.34887,16753.19068,17766.53436,17065.25289,19736.84656,19188.52768,19183.33266,20492.72777,19884.18198,18657.40338,17351.69271,16551.6685,17287.4251,14556.56415,14140.07047,13804.04317,14323.96525,12170.16614,14760.03614,13644.02039,7348.376536,11700.37588,14304.72257,15332.14363,13925.88197,12689.13947,11969.9293,10665.75191,12009.85149,10969.20102,10890.20881,10448.83697,13307.30729,10974.39242,2772.511329,8319.142691,5085.454891,14886.41222,13642.36873,13942.01991,18270.21656,7771.587472,12378.97393,12628.27791,13420.58215,13079.89131,15809.03206,15786.05496,15252.15623,14700.80989,11874.05907,7956.718803,9579.522314,12598.91533,1927.382971,18592.09028,7550.569049,14927.61543,5624.452649,11758.13997,4236.867213,2510.255106,12819.95336,4354.970691,2397.864852,5828.53633,1768.314228,15817.09816,15943.98853,16088.86822,23097.68259,22107.21679,21582.02464,21266.89997,21619.48371,21829.26725,20463.31779,0,0,0,0,0,0,0,0,0,0,0,0
730.3970915 @ 306.9952545575222,66645.02073,66333.08514,64186.95479,65818.88636,63236.71331,64918.28634,67046.56866,65147.60505,64543.75901,61348.44076,60411.18486,62460.85738,69394.18437,68440.23711,70527.85317,70825.57653,67507.15041,67690.6649,64255.18563,64018.61382,64100.03664,74818.2957,75620.68264,75514.7465,65383.699,61772.59272,64268.98114,68008.75089,65320.49253,68686.8381,68138.56293,68451.92976,69359.61842,66108.80016,67781.88851,67421.39187,70689.96127,71319.33437,70701.0735,75557.56766,78416.16305,75346.15755,81658.49801,80881.44223,76986.77906,80754.63813,82312.61903,76286.3278,71098.52724,63842.06337,59854.54044,73279.67221,66015.11702,66899.45961,76067.90895,75030.75882,77955.8713,71964.22064,65233.1775,64840.66281,84903.04935,92793.94868,69024.90902,74698.56704,74670.61761,76616.52046,67427.62539,63745.25801,65282.1335,62908.38669,60893.02812,62332.24571,67208.52987,68172.57901,70013.50151,84792.5783,85724.05393,85550.88362,91701.28998,91456.43899,92573.19868,68095.97837,68782.41362,67233.47442,65176.94874,66095.07924,64461.31874,77842.14157,76360.23441,75676.45076,71070.2084,71927.19181,71496.84291,72514.42863,70519.26504,74550.18531,71395.49622,69043.9122,69136.61432,70408.60008,68926.22068,69221.39563,67475.79124,169878.4014,170834.7341,166636.5783,163905.2178,164671.0189,156662.1036,0,0,0,0,0,0
166.0855697 @ 54.55568345391985,6724992.886,6737242.632,6585177.985,5837047.753,5876149.115,5862062.216,5594129.66,5502049.456,5489133.482,5651963.619,5619093.868,5765102.326,6507752.258,6206909.248,6293340.029,6926777.451,6783342.973,6719684.742,6641555.606,6707238.483,6800475.624,7751527.744,7867130.865,7844938.571,6246633.345,6014702.352,6305722.909,6312505.246,6220554.319,6415068.603,7127187.989,7211333.807,7376819.034,7481476.069,7530189.848,7582203.046,7344060.916,7477087.383,7422566.997,6206664.425,6297043.275,6364634.894,7589429.212,7575295.408,7289795.739,7223550.723,7205094.174,6926590.528,6443928.227,5974190.552,5786887.723,6124872.876,5655261.439,5515583.167,5470274.856,5370744.905,5528191.875,6279992.52,5734068.193,5796004.614,6658649.39,6825498.833,5723187.289,7284036.299,7316904.743,7419307.25,6081372.609,5921227.344,5859647.103,6641355.257,6781526.666,6542420.518,6715213.119,6782684.481,6902495.676,6810188.645,7056125.454,6975625.094,6403488.623,6440705.939,6509504.148,6652607.236,6337628.551,6586511.972,6596595.641,6596868.449,6581977.553,7689949.095,7599513.92,7635232.855,7866866.062,7878930.626,7770452.872,8463990.034,8418121.56,9011171.53,5440368.805,5474638.812,5316494.505,5574317.1,5492660.318,5605983.912,5494462.464,1215.558087,3614.616058,1608.201648,1886.214643,954.7107963,1539.93323,0,0,0,331.9978399,0,0
313.237381 @ 431.7517661506671,42102.93733,42931.58925,43748.31236,37102.9803,36759.45938,37220.08744,33474.10462,33071.41038,33898.88143,32394.55095,31463.11417,31596.0734,41421.40015,42035.63917,40612.78918,41309.34633,41479.3953,40052.06019,43842.05321,43999.91506,43914.58073,39718.52997,40834.99349,40882.93254,42220.57577,43096.24513,43484.70727,33144.86386,32991.26779,32306.25489,46327.02621,45335.18689,45138.12231,44479.82892,42647.99195,42967.60335,32528.01972,31825.91436,31233.41776,27898.89521,26886.04474,27761.37971,33129.46415,34385.19286,33902.18989,32827.6925,33246.46871,33760.04922,21407.03504,22802.86816,22725.63836,23698.9857,22311.07468,21989.07752,23543.10826,23095.98152,21534.12402,21242.34777,20870.77578,20870.13713,34177.47609,33190.23931,33780.95843,30179.0652,28932.34247,30584.38211,25159.09939,23007.16403,23876.28041,23771.97053,22655.79394,22668.73321,28181.89718,29829.56387,28044.02355,13638.54428,17503.57017,23694.11581,33388.95817,31993.46773,30493.59264,25639.49939,27843.52474,26494.09617,33102.75444,33245.55156,33308.5212,18184.05403,14836.3025,32325.57884,18528.7812,23537.18272,27409.22686,28627.35797,28524.3905,28668.73618,53081.72497,51669.48019,52313.30942,50021.22352,48585.73345,46557.22713,48176.62621,0,82.86485518,0,0,0,0,0,0,0,0,0,0
243.1326371 @ 196.4699239717846,517603.2279,499678.2475,492214.5171,443518.1307,442846.8912,438448.3967,381518.6108,392603.5065,373736.2069,394824.2697,383232.0113,383335.2538,443378.7176,427726.6759,408753.9486,465518.2911,457917.0986,458766.9243,434218.3194,247997.805,245114.8453,284944.5106,523428.1591,286699.9481,436140.8225,423163.4805,444598.6934,412127.7356,408364.7383,427199.2659,454745.9086,251020.7088,259893.8131,494805.0377,492536.8306,489173.7665,493599.8037,493757.8323,478273.6651,427918.1822,430617.3498,427977.0681,496603.7487,494185.1356,485748.208,536195.3367,524903.3592,511185.7581,416906.2173,376386.6126,366859.1479,412768.123,379209.1199,381290.8174,174286.1851,169858.8174,177429.3435,398479.873,364071.1596,378687.3545,283585.9857,508247.3958,243372.8427,462247.9705,464626.153,491663.317,207055.9009,358143.6394,198029.0003,407026.5859,407162.5257,391531.4816,423030.476,417542.2609,422614.3954,466542.2389,475293.3081,258614.4564,265342.4822,266374.0108,478796.2282,213957.6391,217358.7865,220773.5939,434674.0256,435227.2105,426503.5087,508532.2717,506868.7702,508129.7064,483926.0991,481646.4264,479983.2294,490196.4006,488580.4511,530964.1304,433515.8905,419544.3855,412878.3033,420588.4817,401016.5299,420174.799,409919.5146,0,0,0,0,0,0,0,0,0,0,0,0
165.0396326 @ 22.87103471721038,121893.3921,128057.8225,130920.9634,144625.2371,143738.6768,143101.6175,113592.4371,113223.8,110729.5551,100828.2489,99074.30052,98543.83785,114416.4557,113644.7953,113945.4475,121779.5507,121602.2023,120293.0447,110668.5259,110716.3937,110281.4628,155109.6692,151642.5734,151728.2655,113951.6832,116405.3656,114552.6201,124041.6373,127159.5076,125405.1701,144740.6039,141876.8896,144590.6576,158748.9245,155639.3365,157967.2107,138505.5562,136790.085,137706.2159,111372.6366,106014.0726,106102.6302,119668.3577,122289.394,122340.9856,123364.7271,123687.8145,123305.969,115339.2838,112762.4893,108196.3856,123901.7684,115505.1803,106088.252,88802.33256,87249.75421,118042.6031,157184.4389,155522.0029,153650.6253,277481.0803,240836.2854,247244.0281,63677.56926,26594.77109,40771.96204,135452.6941,143239.4297,138669.2606,94337.96408,93854.84177,94756.237,63269.97466,70323.73475,67242.66082,319346.3363,310325.0217,326224.494,156682.9596,146787.8525,177319.7622,200539.5051,182147.6952,197361.3294,470595.6316,397710.3705,469009.3516,619590.0227,517226.7563,480859.5089,403839.3862,358176.8887,345001.1855,72994.81229,92167.78697,86579.10122,93078.77747,87532.99293,88277.04706,82902.65577,84583.19294,84911.54278,85688.03291,59.01741167,47.0405828,73.15765994,152.6498306,0,107.6676662,0,0,0,0,0,0
334.1531575 @ 315.8130902040022,71706.22571,70220.1099,70068.12891,70251.85162,70609.61653,70959.94689,63609.97389,62263.64281,61685.99811,72910.96252,75610.46245,74319.57206,76545.65004,75183.04491,74137.46873,74554.33301,73410.86249,71708.91602,88663.44256,88959.52027,89632.8779,100363.7225,102041.6138,100566.1239,72960.08252,68806.69861,71519.00798,73703.89043,72512.35227,73994.70399,89358.2095,92085.22529,94398.16279,80853.58204,82919.85416,82401.75621,91971.99269,93326.10027,91088.60701,68449.79874,68194.8475,68559.0033,73048.71544,74051.54313,70141.46587,63097.0697,63411.43701,61264.23809,73551.33082,69684.51673,69092.93902,74572.11814,72048.10074,71679.50486,64703.87199,64255.01655,64964.37173,67123.32385,63126.48107,64604.30121,71370.31203,66923.24208,68573.13831,79460.08451,80714.56069,83244.10029,76301.5636,71871.95825,73423.08224,95115.89858,97373.03766,92653.1528,97944.70994,99137.53344,100217.4837,76766.26236,81078.03016,77619.04424,77425.49883,80420.24293,78732.83709,92052.43242,90408.42278,90347.72594,78553.42524,78494.9959,78558.20617,99912.51368,96733.79187,99029.34084,80481.8568,80107.46147,80082.03242,100252.3268,100515.723,108243.9727,80557.35021,79157.74915,77700.2461,78516.44282,78610.83351,78489.66956,74936.93709,0,0,0,0,0,0,0,0,0,0,0,0
529.2074224 @ 493.5826458409636,0,0,0,0,0,0,0,0,0,0,0,0,784.6780358,253.8460677,236.9997561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304.2982534 @ 447.0207629457522,510183.1792,508741.5973,498902.5755,18779.32408,18373.1179,16839.7352,34432.49238,32081.14985,33247.20541,12353.33976,17025.5168,17926.30358,26629.26278,26813.4834,26742.41243,23089.75367,11879.25472,21725.08508,13273.10323,20970.07626,24436.84742,28856.62624,29803.43337,27928.23153,8146.452713,17907.08821,19030.8951,59698.7606,59592.5841,61551.45145,17297.9102,12443.46218,11229.80698,28532.71463,28167.04629,21730.42948,49300.62122,50477.48792,49620.01901,59405.13261,58594.96606,60046.51158,87502.2077,88963.5235,85780.52582,694085.1363,701156.3479,673621.8008,213653.4841,205368.383,199409.4292,17847.77421,7665.059961,7752.382763,71214.33277,69191.7402,72677.24256,79271.62537,75687.31149,78005.45231,13999.86034,16057.9514,8764.498735,48215.71541,49605.61384,48048.31015,13453.76769,7592.976911,7515.578999,21629.22062,23394.67335,21772.64291,33881.27942,22772.80732,32975.81611,53255.46907,54716.73271,53021.52712,83944.21507,84481.18837,85211.85891,6992.533655,18034.23435,18795.07027,11972.67753,13006.76718,13957.24013,10008.5837,17972.11798,18070.62278,106566.3751,105754.5866,104890.6322,10338.9725,13150.61317,16784.03032,79216.43742,76415.45126,75864.81868,74707.78112,72574.40285,73893.84746,71754.4024,27878.71191,25900.10207,14915.58126,16193.44529,15982.1895,19338.80773,837059.3936,67782.14981,17321.2883,13168.90957,15184.27517,17296.40436
