feature,Common-bean_G13094_cooked_pos_472025_011,Common-bean_G13094_cooked_pos_472025_012,Common-bean_G13094_cooked_pos_472025_013,Common-bean_G17162A_cooked_pos_472025_014,Common-bean_G17162A_cooked_pos_472025_015,Common-bean_G17162A_cooked_pos_472025_016,Common-bean_G4449_cooked_pos_472025_023,Common-bean_G4449_cooked_pos_472025_024,Common-bean_G4449_cooked_pos_472025_025,Lima-bean_G26506_cooked_pos_472025_017,Lima-bean_G26506_cooked_pos_472025_018,Lima-bean_G26506_cooked_pos_472025_019,Tepary-bean_G40084_cooked_pos_472025_020,Tepary-bean_G40084_cooked_pos_472025_021,Tepary-bean_G40084_cooked_pos_472025_022,Common-bean_G4449_019,Common-bean_G4449_020,Common-bean_G4449_021,Common-bean_G13094_022,Common-bean_G13094_023,Common-bean_G13094_024,Lima-bean_G26506_051,Lima-bean_G26506_052,Lima-bean_G26506_053,Common-bean_G17162A_038,Common-bean_G17162A_039,Common-bean_G17162A_040,Tepary-bean_G40084_085,Tepary-bean_G40084_086,Tepary-bean_G40084_087
Group,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw
665.5517401@157.0332438410012_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665.5490296@162.6181482309323_neg,0,0,0,0,0,0,0,0,0,36754.55653,36064.26731,36169.53538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665.457126@740.6984159913137_pos,1071393.588,1075134.829,1036086.446,1008397.88,961203.4746,985518.9335,952203.1551,934631.828,963472.647,778561.2837,775044.2637,773315.3171,1032353.587,996656.8712,965790.3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665.4522727@157.0406744112928_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665.4497032@162.6864729381413_neg,0,0,0,0,0,0,0,0,0,40904.99969,39421.41809,40158.96857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665.3951076@157.1000317018266_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665.3816952@649.3436215543326_pos,6611.902266,5337.576046,5562.251693,0,0,0,35462.90606,35096.02265,35417.56242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665.3746388@338.0813829966524_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.0907468,144.3868045,181.6033751,1511.664491,1504.527631,1041.328541
665.3718428@339.6195935408853_neg,26079.41858,26841.49984,27337.43062,2934.2737,2560.216419,1556.778196,0,0,0,0,0,0,2309.162932,3184.33222,1966.438589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665.3105557@509.3226930531156_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55596.33395,53278.01544,53971.375,0,0,0,0,0,0,2644.58108,2713.535083,1257.93532,0,0,0
665.3076034@157.5828940967804_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665.2815122@272.4931603165499_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.97174299,155.8028726,102.1081236
665.2785499@277.7338358807914_pos,3144.951513,4852.90129,5341.784165,1543.69614,849.8653848,744.9141378,0,0,0,10222.4319,5210.613559,8234.570031,63921.66661,64202.7392,65109.02816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665.2775757@157.1445590202769_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665.2765273@621.9769009891321_neg,1715.062211,6421.153084,4091.634306,0,0,0,0,0,0,6082.747457,6366.996393,6588.377373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665.245756@215.5393670498217_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665.2444901@304.9223089433002_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2670.110138,2389.407604,2879.225983,0,0,0,0,0,0,622.8998166,573.2950257,2067.593974,0,0,0
665.2391211@740.7178890403637_pos,37018.66539,41368.154,36553.83114,17705.05531,20866.58899,13903.82647,30101.11803,23323.91856,27844.15012,27125.63864,23806.89567,25834.22425,25505.28762,36766.81511,29530.28648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665.2150406@157.3064731417141_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665.209453@22.31641537203896_neg,1731554.423,1749260.131,1773969.14,1783309.859,1709322.828,1745874.211,1806715.33,1810798.111,1730812.755,1085495.713,1056391.018,1058787.234,1203613.441,1257451.493,1264092.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665.2031556@141.9293879182046_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665.1980775@148.774184986526_neg,109.2001699,124.0433877,95.92631772,201.8281111,207.7454066,147.428025,245.3952391,103.0073685,91.88018765,389895.2803,374582.6216,374640.4455,88.57342239,134.9129409,177.2226567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665.1829745@146.6312495800925_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18098.10711,17886.29042,17366.39853,0,0,0
665.1605566@462.0811026893598_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665.1569501@150.9688761562957_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.51075232,52.31363055,58.11304108
665.1502708@197.5610827665979_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455.894503,5525.834744,0,0,0,0,0,0,0,0,0,1091.553548,649.5124872,342.6342567
664.8092271@295.0201310258246_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8974.925151,32248.90561,16348.90451,0,0,155043.2084,0,0,0,4564.024723,10782.33286,7293.355701,0,0,0
664.8001904@740.783783325698_pos,28474.48467,26523.33198,26717.10377,13504.889,16471.30165,16696.93093,19611.78649,21314.55777,22643.89255,17289.76705,18454.94165,15595.31951,22881.41501,25692.31748,22116.92149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.7446739@7.719695869812362_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141319.9608,131000.8281,68995.61687,0,0,0,0,0,0,24598.86295,24074.5552,19428.05024,9206.155759,8963.977971,9933.890656
664.7426846@13.46015882881229_neg,12943.57289,15301.4476,14533.21422,16488.87577,15627.75719,16323.04822,14997.84989,14577.07565,13883.13767,12879.26322,12604.92102,12503.31529,12707.27322,13494.13555,13063.34139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.6489904@740.7062052109337_pos,42585.57541,42882.70451,38639.20496,31653.10943,25056.7303,17784.86583,31763.84794,31380.65431,29722.61824,24426.97013,26791.96814,27726.13146,36995.16838,33994.10255,35808.30141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.5908138@740.5433853943596_pos,56325.58938,56365.70666,52602.75415,34517.51349,32565.41727,33025.64251,39593.26771,42040.87941,41714.92937,37425.87849,36842.33282,37583.32374,46912.77695,47837.1127,46544.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.5164119@630.5503533168583_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60132.64092,59708.02744,59450.74448,72054.87317,71809.13203,73378.66467,137.9980681,143.9013314,157.6718473,10541.16174,6535.28945,5502.016898,222.1128195,693.8274933,0
664.4983849@740.7566466896022_pos,170136.7647,170557.6387,162119.8839,111183.4744,101388.0834,107372.8612,136873.382,130852.9155,133758.2707,116475.7601,115773.8229,116488.7133,158056.6234,151343.4984,146992.5427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.4587827@740.3122849431347_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2615707.364,2522019.124,2528893.035,3375298.559,3066051.268,3186857.581,2695764.989,2744155.239,2703878.083,2052852.724,2434294.207,2211232.016,2513733.966,2530694.057,3675704.785
664.4538376@740.8536350371295_pos,4024598.128,4184280.014,4072254.092,4537537.053,4363169.332,3726241.518,4012395.092,3966648.413,4048722.078,3073331.721,3112321.05,3095504.064,4004428.466,3926911.793,3980928.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.3587233@740.7682677027451_pos,60393.47547,61824.75489,60067.49381,52272.43788,49040.93095,49598.73374,55486.23852,52585.13243,53242.88076,41085.2201,44321.14425,42527.7196,58684.81484,56011.09085,53063.92802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.334259@722.5160586682307_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25165.74258,16400.02646,13447.53467,30107.88178,6850.165806,20478.76187,0,0,0
664.3331905@739.5890328654093_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2594.293678,2255.25624,6271.204034,9136.863362,9156.149932,14112.00587,6539.121411,1346.419444,6852.99984,3942.735228,2624.314683,3709.02066,1678.600402,1695.374706,3445.99491
664.3277882@218.2400255030577_neg,29823.83493,29981.00001,30698.5828,1176.543531,846.4804974,973.2263737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.3018244@415.9915060470775_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.2678272@740.6210891416983_pos,52124.92348,49706.38262,45973.13728,39330.8552,27735.10332,38308.63754,40516.71686,40034.72777,41103.59967,34256.71025,36090.62257,34962.12262,46394.71378,44913.35844,44416.17558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.2616485@21.06974002606855_pos,15030.88519,9669.901256,11790.45603,77269.45721,78127.73047,76809.12045,1744.127567,882.5938652,1568.043838,36785.9095,33014.85199,21848.22634,62166.92182,60719.0093,56842.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.2377139@740.8303301945566_pos,53731.83529,51396.92567,53310.14057,45393.32993,41055.92123,43025.83064,47589.54641,47182.23921,10629.24025,39745.93837,36774.02498,37524.45738,49987.0358,49262.94056,41676.10882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.2132667@740.8420140239867_pos,54055.29923,51835.54145,48654.86971,43001.88518,39212.97093,39749.6521,42821.22172,43103.22102,42110.63375,36077.8889,18969.99688,36037.43045,49489.00298,46597.13363,44738.89939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.1939714@38.05544462628229_neg,120311.6911,121717.7633,122880.423,110379.2937,105542.0529,106697.643,121253.955,122125.1489,116130.1028,6558.893845,7767.034687,5738.500014,106656.7046,112306.4093,112368.8094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.1835591@740.6675731942697_pos,55172.11933,54236.7558,51523.08496,44428.59299,41544.20202,43896.18236,46871.93375,46979.17011,47547.39551,27862.6675,36171.42995,39793.97016,48495.71208,47030.69006,48981.86842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.1599318@247.3477760615042_pos,112.7242618,151.6815004,222.2482206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.1301813@740.7099741881692_pos,55799.26917,54983.6905,52547.85476,42599.13437,41371.92316,41664.95216,44925.26554,42523.75089,45019.60895,37368.39809,38477.166,37605.17048,52256.90349,49828.10522,46675.39116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.1015843@740.7761197386525_pos,52454.68851,52152.04988,50833.78101,43545.80894,39623.14069,39581.54604,45475.03258,43666.78882,44581.09118,37853.09632,36731.42579,37193.09043,49079.38019,48487.04799,47852.97987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.0728768@740.7761197386525_pos,60274.36374,59217.15145,57128.78875,45998.21,43914.84942,45333.85427,48240.24749,49031.14305,48682.91151,40931.42197,41228.80667,40457.91114,55960.93225,52981.17019,51537.3176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.0511525@163.8877080543773_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.0412628@740.8186463651265_pos,42085.51443,51293.89024,49265.04735,42662.2589,39517.25617,40938.78317,43375.05014,42291.61774,43695.28247,28828.88892,36331.68322,35814.9474,47802.35177,46809.0214,45394.85057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.0114906@740.7216580175993_pos,54070.04179,52068.85808,51516.65326,43795.75292,43411.85975,43618.57921,45266.36366,44537.70676,43777.44027,37214.61935,36349.36627,36661.29433,49767.53271,46782.40469,46863.25583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
